,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH, EV24,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH
240,20171110,278,69,76,110,12,30,1,170,12,93,63,23,121,11,52,24,43,47,368,14,16,7,10,5,10141,10182,1,10115,11,50,10,75,13,6,76,94,1,60,18
240,20171111,285,43,48,80,1,20,21,120,1,77,39,23,109,13,19,24,24,27,327,6,5,4,14,4,10090,10129,1,10071,13,70,19,80,13,8,78,90,24,68,13
240,20171112,317,24,38,60,8,10,4,130,23,60,44,1,77,10,29,18,11,12,210,40,51,9,13,3,10047,10114,24,10003,12,58,13,80,9,7,84,93,4,69,9
240,20171113,335,38,41,70,6,10,21,150,10,69,33,23,107,12,-1,24,57,64,489,9,8,2,6,7,10193,10232,23,10124,1,65,23,75,9,6,78,91,23,67,11
240,20171114,215,44,45,70,9,30,1,100,9,81,42,8,106,18,34,12,8,9,167,42,25,9,13,2,10224,10237,23,10215,6,18,24,70,1,8,92,97,14,83,8
240,20171115,189,37,38,50,2,30,12,70,2,100,91,5,110,12,90,6,0,0,117,50,14,4,1,2,10241,10249,10,10234,4,3,24,50,19,8,97,98,2,96,11
240,20171116,215,27,39,50,10,20,21,100,20,95,46,24,115,17,9,24,0,0,109,18,11,5,21,2,10224,10251,24,10209,15,8,1,67,22,7,95,99,1,84,22
240,20171117,255,25,26,50,13,0,5,90,13,61,18,6,111,12,-11,6,58,67,482,0,0,0,1,6,10263,10279,10,10235,24,63,5,82,14,5,80,97,3,60,11
240,20171118,277,62,67,100,10,20,21,160,14,76,51,24,98,14,40,24,7,8,208,33,65,30,14,3,10177,10227,1,10152,23,38,14,83,2,8,75,90,14,61,2
240,20171119,298,61,62,90,12,30,23,180,9,72,35,2,100,13,15,6,34,39,365,11,16,4,4,5,10180,10210,21,10150,3,40,4,75,1,5,77,84,4,71,9
240,20171120,236,53,63,90,17,40,1,140,18,85,53,10,120,20,52,12,0,0,69,106,99,30,15,1,10135,10200,1,10087,17,24,13,75,2,8,89,98,15,70,3
240,20171121,234,65,68,90,13,40,9,140,13,119,109,1,127,11,104,6,0,0,72,43,22,7,9,1,10087,10103,1,10056,24,24,9,65,2,8,92,97,8,86,18
240,20171122,193,79,83,100,5,70,14,140,8,109,93,20,129,14,85,24,33,39,297,30,21,9,2,4,10020,10050,1,9970,24,36,1,80,22,5,80,94,2,68,24
240,20171123,204,78,86,140,9,50,19,220,9,106,71,19,146,11,59,24,15,18,191,5,12,12,13,3,9997,10068,22,9933,6,57,13,83,2,6,75,90,13,62,15
240,20171124,226,24,29,50,11,10,20,70,1,67,37,24,96,14,16,24,23,27,273,60,34,13,3,4,10095,10121,21,10061,5,61,3,75,12,8,85,94,4,74,16
240,20171125,252,33,38,70,19,0,1,120,13,44,1,6,81,11,-25,6,23,28,274,5,8,7,19,3,10123,10153,23,10099,5,60,19,80,11,6,81,97,2,65,11
240,20171126,269,62,64,80,5,30,23,160,17,62,38,23,81,10,28,24,12,14,194,18,32,16,12,3,10185,10211,19,10156,1,61,19,75,1,7,75,89,22,69,11
240,20171127,244,70,79,110,9,40,18,160,9,76,55,6,103,11,53,6,0,0,94,82,147,53,10,1,10094,10193,1,10043,24,56,9,75,2,8,83,94,6,73,23
240,20171128,264,57,61,90,13,30,22,140,9,57,26,23,85,12,16,24,22,27,259,42,73,28,8,3,10037,10045,9,10030,24,31,8,75,1,6,81,93,24,72,12
240,20171129,201,13,23,40,1,10,13,70,5,31,6,23,52,14,-8,24,25,31,222,11,7,3,3,3,10045,10066,21,10022,5,45,12,65,1,7,94,97,18,91,14
240,20171130,280,11,20,30,5,0,21,90,4,19,-22,24,46,11,-47,24,11,14,167,59,44,8,13,2,10043,10068,24,10027,14,50,24,70,4,7,92,98,24,84,12
240,20171201,20,15,18,40,10,0,20,80,9,4,-43,24,46,14,-64,24,26,32,270,0,0,0,1,3,10172,10238,24,10075,1,0,24,58,14,4,95,98,2,84,14
240,20171202,179,29,30,40,12,10,1,70,23,-2,-41,1,16,23,-61,6,2,2,163,0,-1,-1,1,2,10258,10272,10,10241,1,1,1,38,22,8,97,99,1,93,22
240,20171203,239,22,37,50,1,10,22,80,15,53,15,1,89,14,15,6,3,4,117,41,29,9,11,1,10237,10263,24,10223,13,15,11,70,13,8,93,98,12,86,14
240,20171204,282,39,41,60,14,20,3,90,1,73,48,18,91,13,33,18,2,3,117,16,16,12,1,2,10297,10327,23,10265,3,59,1,66,9,8,87,93,17,82,8
240,20171205,264,57,58,70,13,40,1,120,22,84,71,1,93,12,66,6,0,0,90,0,0,0,1,1,10322,10329,9,10310,24,61,2,80,10,8,77,90,1,69,10
240,20171206,234,68,76,90,1,50,15,130,1,86,69,24,102,12,66,24,0,0,103,0,0,0,1,1,10269,10306,1,10209,24,65,17,80,10,8,75,82,14,66,10
240,20171207,218,78,95,130,14,60,18,180,13,62,47,5,78,21,42,6,0,0,41,39,65,28,15,1,10098,10200,1,10042,16,29,17,80,1,7,81,96,17,69,1
240,20171208,279,83,87,110,16,40,11,200,19,34,9,17,63,12,6,18,16,20,138,74,115,23,8,2,10077,10105,22,10052,7,27,19,80,15,6,79,94,17,61,15
240,20171209,266,62,67,110,4,20,13,170,3,34,8,24,58,11,6,24,18,23,159,64,93,21,5,2,10090,10113,11,10037,24,34,24,80,18,8,82,94,23,65,19
240,20171210,124,20,64,90,3,30,24,140,3,8,0,12,17,10,0,18,0,0,62,113,127,28,14,1,9830,10024,1,9687,17,5,14,70,3,8,94,99,12,84,23
240,20171211,39,45,55,90,17,10,1,150,17,2,-36,4,18,23,-50,6,0,0,56,96,63,14,16,1,9832,9904,24,9794,13,4,15,75,7,8,92,98,16,79,7
240,20171212,229,34,48,80,24,20,9,120,6,19,4,21,50,12,-7,24,25,32,222,13,10,5,14,3,10049,10113,21,9915,1,56,20,75,5,6,86,95,20,74,11
240,20171213,197,62,76,90,7,50,14,170,20,37,8,1,65,21,0,6,2,3,91,86,94,25,19,1,9956,10085,1,9845,20,32,12,75,23,8,91,97,12,75,24
240,20171214,231,52,58,90,6,30,5,140,6,35,4,4,65,14,3,6,12,15,129,49,78,38,3,2,9888,9904,10,9862,2,23,4,75,1,7,87,97,4,76,1
240,20171215,173,29,32,50,1,10,19,90,9,23,-20,22,45,14,-39,24,5,6,112,15,5,2,5,1,9955,10039,24,9886,1,1,22,59,16,7,95,100,22,92,12
240,20171216,302,30,33,50,11,10,1,130,14,24,-13,5,64,13,-38,6,31,40,226,28,45,9,11,3,10118,10180,24,10045,1,23,1,70,6,4,88,97,1,82,13
240,20171217,209,32,38,80,21,10,1,120,21,27,-24,8,66,12,-62,12,55,71,327,49,43,14,21,4,10201,10230,10,10146,24,23,21,75,12,5,90,97,4,74,12
240,20171218,333,44,46,80,2,10,20,140,2,59,2,23,82,12,-29,24,19,25,193,16,28,13,6,3,10244,10314,24,10147,1,1,24,62,12,7,88,99,22,80,10
240,20171219,244,32,35,60,14,0,4,80,14,56,6,2,81,13,-22,6,4,5,158,0,0,0,1,2,10328,10338,10,10316,1,2,3,67,10,8,94,100,4,87,14
240,20171220,268,27,29,40,17,10,13,70,9,77,50,3,91,14,30,6,2,3,79,0,-1,-1,1,1,10333,10341,18,10322,1,8,7,59,1,8,97,99,7,96,1
240,20171221,266,25,30,40,2,10,19,80,11,84,74,20,91,11,74,24,0,0,93,25,10,6,24,1,10337,10344,10,10329,24,1,8,46,13,8,99,99,5,98,1
240,20171222,273,10,19,40,21,10,1,80,10,84,51,17,99,14,20,18,3,4,121,44,34,13,1,2,10340,10355,18,10317,5,2,6,62,12,8,97,99,5,94,12
240,20171223,247,74,75,90,24,50,1,140,21,86,80,5,92,9,79,6,0,0,52,5,1,1,2,1,10306,10344,1,10273,24,35,1,68,8,8,93,96,1,87,8
240,20171224,233,86,87,110,17,70,2,170,17,85,77,4,96,19,76,6,0,0,84,12,3,2,9,1,10227,10269,1,10183,24,28,9,70,18,8,92,96,6,84,23
240,20171225,199,82,86,100,11,70,4,160,12,76,46,23,99,2,41,24,0,0,117,0,-1,-1,1,2,10111,10178,1,10012,24,50,10,75,11,7,86,93,5,79,11
240,20171226,204,74,86,120,5,50,22,190,6,58,45,3,74,12,40,18,39,51,266,29,19,7,7,3,9959,9994,1,9888,24,50,5,75,8,7,83,89,5,74,14
240,20171227,187,26,64,90,2,40,16,140,19,53,36,18,70,13,29,24,0,0,100,124,65,10,9,1,9838,9908,24,9806,12,56,17,75,24,8,88,94,5,74,22
240,20171228,269,67,71,100,11,50,4,150,11,43,19,3,56,12,9,6,45,58,309,2,10,10,3,4,9982,10044,24,9912,1,67,5,75,7,6,73,89,3,69,4
240,20171229,209,54,76,110,20,40,4,170,20,32,-4,6,73,21,-13,6,5,6,96,55,44,15,14,1,9988,10047,2,9920,16,33,14,75,1,6,86,95,14,74,1
240,20171230,230,80,92,140,12,50,3,200,11,87,39,3,118,18,29,6,9,12,124,56,42,12,7,2,9965,10022,23,9901,9,35,8,66,1,8,84,97,9,75,1
240,20171231,219,88,91,140,6,50,1,230,7,104,80,24,131,12,74,24,2,3,71,134,176,51,18,1,9968,10016,1,9943,18,46,5,70,10,8,89,97,4,80,23
240,20180101,226,67,73,130,1,30,16,200,3,68,56,24,83,1,50,12,16,21,209,21,10,3,18,3,9978,10017,24,9939,1,59,17,75,3,7,85,95,18,75,5
240,20180102,219,50,65,100,20,30,1,140,18,66,37,3,94,24,25,6,7,9,167,69,44,13,24,2,10046,10104,11,9914,24,40,19,75,7,7,88,96,3,75,7
240,20180103,254,130,137,190,11,100,1,260,3,86,58,6,114,3,55,6,0,0,66,42,86,39,3,1,9896,9967,23,9808,3,37,2,67,5,8,77,95,1,72,11
240,20180104,239,82,89,150,20,50,10,220,20,81,69,14,109,16,64,24,0,0,119,7,5,3,17,2,9925,9970,2,9875,17,47,14,75,22,7,82,97,14,72,21
240,20180105,215,53,57,100,1,30,16,150,2,61,33,17,79,14,18,18,0,0,107,11,35,34,15,1,9952,10000,24,9924,3,60,11,80,3,7,88,95,18,68,3
240,20180106,32,14,36,60,16,10,10,110,17,46,15,9,70,12,1,12,2,3,182,0,0,0,1,2,10096,10203,24,10007,1,50,8,75,17,8,88,98,8,80,17
240,20180107,55,85,85,100,20,70,1,150,22,15,-8,24,39,1,-16,24,65,82,425,0,0,0,1,5,10270,10290,21,10211,1,70,1,75,3,2,77,84,1,73,14
240,20180108,76,66,67,80,5,50,19,130,6,9,-13,3,35,15,-19,6,67,84,385,0,0,0,1,4,10238,10281,1,10176,24,70,24,75,1,4,76,81,24,70,14
240,20180109,114,35,44,60,1,30,13,100,3,28,-4,4,56,22,-13,6,9,11,207,0,0,0,1,2,10104,10165,1,10079,16,56,22,70,2,8,88,93,22,83,1
240,20180110,154,35,36,50,13,20,1,70,9,67,53,21,74,12,45,24,0,0,67,17,6,4,13,1,10077,10102,24,10063,13,56,21,63,9,8,95,97,14,93,3
240,20180111,29,10,20,30,2,10,4,90,12,61,38,7,73,13,14,12,0,0,104,0,0,0,1,1,10181,10247,24,10106,1,17,22,50,1,8,96,98,6,93,11
240,20180112,46,16,20,30,4,10,15,100,12,50,38,21,63,12,30,24,0,0,116,0,0,0,1,1,10264,10272,11,10247,1,21,7,70,14,8,94,98,3,86,14
240,20180113,109,37,38,60,17,30,1,100,17,44,27,21,62,14,10,24,0,0,135,0,0,0,1,2,10244,10264,2,10226,24,7,8,67,19,7,89,99,8,75,17
240,20180114,106,41,48,60,7,40,1,90,23,28,10,21,51,14,1,24,27,33,280,0,0,0,1,3,10197,10222,1,10154,24,57,3,64,14,5,84,91,24,76,13
240,20180115,197,72,86,120,13,50,1,190,13,52,24,1,83,19,23,6,0,0,53,101,140,24,17,1,9997,10144,1,9885,18,28,7,75,24,8,90,95,8,80,24
240,20180116,261,90,91,120,13,70,19,200,8,55,29,23,71,1,25,24,29,35,294,18,26,12,8,4,9908,9925,16,9888,5,57,23,80,15,7,76,87,23,67,15
240,20180117,271,101,104,140,13,60,24,210,11,48,18,9,64,20,15,12,16,19,234,2,3,3,9,3,9990,10046,21,9905,1,62,8,75,1,7,73,81,24,67,15
240,20180118,254,78,98,230,10,20,19,340,10,48,19,20,100,7,-9,24,10,12,196,75,116,17,3,2,9954,10018,24,9832,7,48,22,75,16,7,85,95,5,68,8
240,20180119,253,50,53,80,14,20,20,130,5,38,12,24,65,14,3,24,33,39,327,30,66,32,19,4,10061,10072,10,10023,1,50,19,75,10,6,82,92,1,75,14
240,20180120,204,23,33,50,2,10,18,90,23,21,-10,6,37,15,-23,6,11,13,150,35,21,9,19,2,10031,10068,1,9994,15,50,21,75,1,6,92,97,18,79,2
240,20180121,213,14,42,80,22,20,8,120,22,34,3,8,70,12,-27,12,38,45,377,40,22,7,22,5,10121,10155,12,10069,24,31,23,75,11,7,84,95,24,71,13
240,20180122,267,40,55,70,1,40,5,110,1,61,23,1,82,11,22,6,0,0,237,30,9,3,2,3,10094,10178,24,10038,5,27,5,69,23,8,89,98,5,83,13
240,20180123,207,68,72,100,20,30,4,140,20,79,32,4,112,24,22,6,6,7,183,39,13,4,14,3,10171,10192,5,10147,23,25,21,70,8,8,91,97,17,81,12
240,20180124,211,90,96,130,12,50,20,210,13,107,70,20,138,13,68,24,0,0,91,56,52,16,20,1,10098,10152,1,10056,18,47,20,75,13,8,89,96,19,80,13
240,20180125,202,51,53,80,2,20,23,120,2,71,42,23,95,12,27,24,15,17,299,0,-1,-1,1,4,10103,10119,24,10089,1,60,23,75,12,8,89,95,23,80,12
240,20180126,210,19,26,40,1,10,22,60,15,50,24,5,85,14,15,6,12,14,294,8,8,8,17,4,10189,10267,24,10122,1,1,8,70,24,7,95,99,7,85,24
240,20180127,205,66,68,110,19,20,1,160,21,52,7,4,83,24,-7,6,19,22,313,24,6,2,19,4,10268,10293,10,10239,23,33,20,70,9,7,89,97,3,76,12
240,20180128,241,87,89,110,17,50,7,170,1,99,79,7,112,19,74,12,16,18,296,0,0,0,1,4,10272,10287,11,10242,1,60,2,70,13,8,89,95,2,83,24
240,20180129,248,89,98,130,11,40,24,220,12,86,33,24,111,13,19,24,7,8,217,20,29,22,15,3,10243,10288,24,10200,14,41,16,75,10,6,82,94,16,71,12
240,20180130,222,36,41,60,12,30,1,90,11,44,17,18,80,13,-2,18,62,69,478,0,0,0,1,6,10256,10294,3,10155,24,60,24,75,12,7,87,96,4,73,14
240,20180131,237,79,85,120,5,50,1,210,13,66,27,19,97,5,16,24,5,6,123,66,32,7,4,2,10026,10135,1,9978,24,18,3,75,15,7,83,98,3,70,21
240,20180201,244,60,65,90,14,50,7,140,18,43,23,8,64,13,20,12,39,43,369,48,41,15,9,5,9981,9997,19,9963,6,56,9,75,12,7,83,93,8,73,13
240,20180202,319,41,49,100,3,20,21,170,3,42,-15,24,75,14,-36,24,27,30,386,32,28,11,1,5,10037,10091,21,9979,4,50,1,75,12,6,86,93,23,73,13
240,20180203,207,5,38,60,12,20,1,110,24,23,-14,1,46,11,-34,6,5,5,252,24,10,5,8,3,10074,10133,24,10052,14,56,7,75,22,8,88,97,4,72,23
240,20180204,30,56,58,90,11,30,3,150,11,22,4,1,44,14,1,6,35,38,476,0,-1,-1,1,5,10222,10276,24,10141,1,62,22,82,11,7,78,86,8,64,11
240,20180205,67,55,56,60,1,40,24,110,7,13,-22,24,36,14,-35,24,29,31,428,0,0,0,1,5,10265,10286,8,10222,24,61,24,72,13,4,78,82,1,70,17
240,20180206,58,43,45,70,13,20,23,100,12,-15,-47,24,15,13,-79,24,80,86,749,0,0,0,1,7,10170,10211,1,10146,15,59,3,83,16,2,74,87,5,59,14
240,20180207,72,8,18,30,11,10,1,40,10,-10,-60,4,27,16,-95,6,85,90,825,0,0,0,1,8,10186,10202,21,10164,1,63,8,82,15,3,71,88,2,52,11
240,20180208,174,39,40,60,15,20,8,90,22,11,-28,7,57,15,-47,12,63,67,622,0,0,0,1,7,10189,10205,9,10156,24,58,7,76,15,7,80,89,21,68,15
240,20180209,163,58,59,80,10,20,24,130,12,5,-9,7,22,13,-14,12,10,10,309,40,4,1,17,3,10115,10152,1,10095,13,15,24,68,8,8,84,98,24,68,12
240,20180210,195,41,50,90,20,10,2,140,21,31,6,1,65,12,5,6,44,46,552,23,6,4,24,7,10116,10150,8,10020,24,4,2,80,13,8,86,99,1,66,13
240,20180211,250,77,95,130,13,60,24,180,10,47,22,18,73,13,16,24,32,33,427,56,39,14,3,5,9996,10053,24,9947,5,37,4,80,14,7,80,95,1,68,14
240,20180212,256,51,60,90,13,40,19,120,4,27,-1,24,57,12,-13,24,56,58,516,5,6,4,10,6,10118,10143,19,10060,1,60,9,76,15,4,78,87,21,67,15
240,20180213,160,61,63,90,12,40,2,140,14,19,-9,7,62,14,-15,6,87,89,851,0,0,0,1,10,10102,10130,1,10080,14,65,3,83,18,3,75,91,3,53,15
240,20180214,149,73,74,100,15,40,3,160,22,22,-20,7,61,15,-30,12,87,88,842,0,-1,-1,1,10,10121,10137,9,10088,24,65,24,83,17,5,66,76,7,57,12
240,20180215,201,46,67,100,1,40,22,140,1,44,4,2,98,15,0,24,32,32,386,49,36,13,3,5,10106,10178,24,10067,7,8,12,74,19,5,89,99,12,74,18
