,avg_windspeed,max_windspeed,avg_temp,min_temp,max_temp,avg_downfall,min_vis,max_vis,avg_overcast,date
473,28.0,100.0,168.0,74.0,234.0,0.0,65.0,81.0,5.0,2018-04-18
474,41.0,90.0,200.0,135.0,273.0,0.0,59.0,82.0,5.0,2018-04-19
475,31.0,80.0,168.0,97.0,248.0,0.0,26.0,72.0,1.0,2018-04-20
476,37.0,80.0,151.0,78.0,203.0,0.0,43.0,82.0,3.0,2018-04-21
477,48.0,130.0,172.0,107.0,258.0,0.0,59.0,79.0,5.0,2018-04-22
478,65.0,120.0,122.0,98.0,150.0,0.0,59.0,83.0,6.0,2018-04-23
479,75.0,150.0,125.0,102.0,151.0,4.0,56.0,75.0,8.0,2018-04-24
480,85.0,190.0,110.0,88.0,141.0,6.0,57.0,81.0,6.0,2018-04-25
481,80.0,140.0,101.0,69.0,133.0,-1.0,63.0,80.0,5.0,2018-04-26
482,36.0,90.0,105.0,50.0,147.0,1.0,63.0,83.0,8.0,2018-04-27
483,44.0,110.0,110.0,59.0,143.0,3.0,32.0,75.0,7.0,2018-04-28
484,49.0,180.0,100.0,76.0,118.0,151.0,32.0,62.0,8.0,2018-04-29
485,51.0,170.0,91.0,67.0,114.0,213.0,30.0,75.0,8.0,2018-04-30
486,83.0,240.0,82.0,53.0,121.0,64.0,56.0,83.0,7.0,2018-05-01
487,63.0,150.0,108.0,44.0,170.0,5.0,59.0,83.0,4.0,2018-05-02
488,31.0,80.0,100.0,55.0,143.0,0.0,65.0,83.0,0.0,2018-05-03
489,24.0,80.0,122.0,40.0,173.0,0.0,65.0,83.0,0.0,2018-05-04
490,39.0,90.0,148.0,71.0,205.0,0.0,72.0,82.0,0.0,2018-05-05
491,33.0,70.0,180.0,95.0,250.0,0.0,72.0,83.0,0.0,2018-05-06
492,30.0,70.0,190.0,131.0,251.0,0.0,75.0,83.0,0.0,2018-05-07
493,28.0,80.0,198.0,124.0,266.0,0.0,64.0,82.0,0.0,2018-05-08
494,31.0,80.0,164.0,106.0,231.0,0.0,50.0,72.0,3.0,2018-05-09
495,46.0,140.0,116.0,67.0,160.0,15.0,56.0,81.0,5.0,2018-05-10
496,27.0,70.0,131.0,58.0,185.0,0.0,61.0,81.0,5.0,2018-05-11
497,34.0,90.0,177.0,100.0,228.0,0.0,67.0,82.0,8.0,2018-05-12
498,45.0,90.0,127.0,108.0,179.0,14.0,27.0,66.0,8.0,2018-05-13
499,45.0,100.0,182.0,106.0,253.0,0.0,1.0,81.0,3.0,2018-05-14
500,43.0,90.0,191.0,137.0,238.0,0.0,56.0,83.0,0.0,2018-05-15
501,59.0,160.0,144.0,89.0,195.0,-1.0,59.0,66.0,7.0,2018-05-16
502,59.0,120.0,104.0,57.0,142.0,0.0,61.0,69.0,5.0,2018-05-17
503,46.0,100.0,104.0,56.0,138.0,0.0,63.0,80.0,8.0,2018-05-18
504,25.0,70.0,110.0,79.0,136.0,0.0,4.0,70.0,7.0,2018-05-19
505,26.0,80.0,158.0,67.0,222.0,0.0,0.0,75.0,2.0,2018-05-20
506,41.0,110.0,192.0,108.0,249.0,-1.0,75.0,83.0,6.0,2018-05-21
507,30.0,110.0,178.0,137.0,221.0,3.0,69.0,82.0,8.0,2018-05-22
508,43.0,110.0,189.0,143.0,251.0,12.0,57.0,83.0,7.0,2018-05-23
509,48.0,100.0,193.0,154.0,229.0,-1.0,65.0,83.0,7.0,2018-05-24
510,31.0,80.0,200.0,164.0,245.0,99.0,56.0,73.0,6.0,2018-05-25
511,45.0,110.0,223.0,159.0,273.0,0.0,58.0,83.0,6.0,2018-05-26
512,44.0,100.0,211.0,177.0,252.0,-1.0,70.0,83.0,5.0,2018-05-27
513,33.0,80.0,232.0,161.0,290.0,0.0,65.0,81.0,6.0,2018-05-28
514,46.0,100.0,222.0,163.0,301.0,75.0,34.0,80.0,6.0,2018-05-29
515,28.0,70.0,202.0,168.0,264.0,-1.0,10.0,80.0,6.0,2018-05-30
516,27.0,120.0,198.0,159.0,236.0,44.0,6.0,80.0,5.0,2018-05-31
517,38.0,80.0,162.0,135.0,219.0,31.0,0.0,62.0,8.0,2018-06-01
518,40.0,90.0,162.0,145.0,189.0,-1.0,15.0,60.0,8.0,2018-06-02
519,30.0,80.0,184.0,143.0,230.0,0.0,23.0,74.0,4.0,2018-06-03
520,35.0,90.0,177.0,145.0,228.0,0.0,46.0,75.0,7.0,2018-06-04
521,38.0,90.0,160.0,123.0,202.0,0.0,61.0,73.0,4.0,2018-06-05
522,33.0,80.0,196.0,115.0,260.0,0.0,58.0,69.0,2.0,2018-06-06
523,29.0,90.0,210.0,136.0,278.0,0.0,31.0,80.0,4.0,2018-06-07
524,30.0,90.0,178.0,152.0,208.0,1.0,18.0,66.0,8.0,2018-06-08
525,39.0,110.0,192.0,161.0,236.0,0.0,59.0,77.0,6.0,2018-06-09
526,39.0,100.0,180.0,132.0,226.0,0.0,57.0,80.0,6.0,2018-06-10
527,48.0,100.0,171.0,122.0,217.0,0.0,70.0,81.0,6.0,2018-06-11
528,47.0,100.0,150.0,133.0,170.0,-1.0,75.0,80.0,7.0,2018-06-12
529,43.0,110.0,150.0,119.0,188.0,-1.0,63.0,83.0,7.0,2018-06-13
530,61.0,150.0,159.0,120.0,202.0,14.0,41.0,81.0,8.0,2018-06-14
531,22.0,70.0,180.0,113.0,230.0,0.0,12.0,80.0,7.0,2018-06-15
532,50.0,120.0,169.0,134.0,207.0,-1.0,57.0,83.0,6.0,2018-06-16
533,66.0,120.0,163.0,141.0,189.0,0.0,62.0,81.0,8.0,2018-06-17
534,68.0,140.0,166.0,139.0,192.0,17.0,20.0,75.0,7.0,2018-06-18
535,46.0,100.0,185.0,161.0,222.0,0.0,64.0,80.0,7.0,2018-06-19
536,55.0,130.0,183.0,144.0,237.0,0.0,56.0,81.0,4.0,2018-06-20
537,87.0,170.0,141.0,119.0,165.0,-1.0,60.0,81.0,7.0,2018-06-21
538,76.0,170.0,127.0,81.0,161.0,-1.0,63.0,76.0,7.0,2018-06-22
539,39.0,80.0,147.0,87.0,189.0,0.0,64.0,82.0,8.0,2018-06-23
540,42.0,110.0,146.0,98.0,181.0,0.0,62.0,81.0,8.0,2018-06-24
541,40.0,90.0,159.0,102.0,207.0,0.0,65.0,82.0,4.0,2018-06-25
542,38.0,90.0,160.0,91.0,217.0,0.0,62.0,81.0,5.0,2018-06-26
543,44.0,90.0,176.0,127.0,231.0,0.0,65.0,75.0,5.0,2018-06-27
544,45.0,110.0,211.0,155.0,268.0,0.0,58.0,82.0,0.0,2018-06-28
545,43.0,100.0,191.0,142.0,263.0,0.0,60.0,82.0,0.0,2018-06-29
546,54.0,110.0,214.0,144.0,270.0,0.0,60.0,83.0,0.0,2018-06-30
547,68.0,150.0,217.0,166.0,268.0,0.0,80.0,83.0,0.0,2018-07-01
548,60.0,120.0,205.0,143.0,254.0,0.0,80.0,83.0,1.0,2018-07-02
549,49.0,90.0,193.0,147.0,245.0,0.0,70.0,83.0,2.0,2018-07-03
550,31.0,70.0,191.0,141.0,256.0,0.0,70.0,83.0,4.0,2018-07-04
551,32.0,100.0,177.0,125.0,223.0,0.0,59.0,82.0,3.0,2018-07-05
552,29.0,60.0,195.0,143.0,246.0,0.0,60.0,83.0,7.0,2018-07-06
553,25.0,90.0,190.0,122.0,249.0,0.0,70.0,83.0,6.0,2018-07-07
554,33.0,110.0,189.0,129.0,243.0,0.0,61.0,83.0,1.0,2018-07-08
555,41.0,110.0,172.0,130.0,221.0,-1.0,29.0,81.0,7.0,2018-07-09
556,55.0,130.0,164.0,128.0,217.0,5.0,29.0,80.0,5.0,2018-07-10
557,41.0,110.0,174.0,102.0,229.0,0.0,34.0,81.0,3.0,2018-07-11
558,46.0,100.0,180.0,126.0,231.0,0.0,56.0,80.0,2.0,2018-07-12
559,31.0,70.0,178.0,122.0,237.0,0.0,61.0,82.0,3.0,2018-07-13
560,26.0,80.0,186.0,113.0,243.0,0.0,63.0,83.0,1.0,2018-07-14
561,26.0,90.0,209.0,127.0,277.0,0.0,70.0,83.0,1.0,2018-07-15
562,31.0,80.0,230.0,152.0,289.0,0.0,75.0,83.0,4.0,2018-07-16
563,47.0,130.0,196.0,150.0,240.0,0.0,68.0,81.0,3.0,2018-07-17
564,32.0,80.0,192.0,130.0,245.0,0.0,62.0,83.0,6.0,2018-07-18
565,36.0,110.0,199.0,143.0,256.0,0.0,33.0,83.0,4.0,2018-07-19
566,33.0,110.0,201.0,128.0,254.0,0.0,65.0,83.0,7.0,2018-07-20
567,43.0,120.0,204.0,146.0,258.0,-1.0,50.0,82.0,2.0,2018-07-21
568,33.0,110.0,200.0,142.0,264.0,0.0,6.0,83.0,4.0,2018-07-22
569,19.0,70.0,226.0,149.0,289.0,0.0,58.0,83.0,1.0,2018-07-23
570,28.0,90.0,243.0,168.0,304.0,0.0,63.0,83.0,4.0,2018-07-24
571,27.0,80.0,246.0,187.0,306.0,0.0,60.0,83.0,4.0,2018-07-25
572,30.0,90.0,275.0,208.0,348.0,-1.0,65.0,83.0,3.0,2018-07-26
573,50.0,150.0,295.0,214.0,357.0,0.0,66.0,83.0,7.0,2018-07-27
574,64.0,180.0,205.0,147.0,256.0,17.0,62.0,80.0,5.0,2018-07-28
575,53.0,140.0,212.0,146.0,269.0,-1.0,74.0,83.0,8.0,2018-07-29
576,42.0,130.0,233.0,182.0,294.0,0.0,70.0,83.0,8.0,2018-07-30
577,36.0,160.0,201.0,140.0,256.0,20.0,65.0,82.0,5.0,2018-07-31
578,22.0,80.0,201.0,116.0,260.0,0.0,59.0,83.0,5.0,2018-08-01
579,23.0,80.0,222.0,152.0,280.0,0.0,65.0,82.0,3.0,2018-08-02
580,25.0,90.0,241.0,151.0,305.0,0.0,62.0,83.0,1.0,2018-08-03
581,38.0,110.0,220.0,176.0,279.0,0.0,70.0,81.0,6.0,2018-08-04
582,33.0,80.0,206.0,159.0,260.0,0.0,70.0,83.0,3.0,2018-08-05
583,25.0,80.0,232.0,155.0,304.0,0.0,70.0,82.0,3.0,2018-08-06
584,26.0,150.0,262.0,165.0,337.0,20.0,60.0,83.0,4.0,2018-08-07
585,56.0,150.0,197.0,137.0,235.0,35.0,65.0,82.0,5.0,2018-08-08
586,43.0,230.0,176.0,126.0,228.0,75.0,50.0,82.0,7.0,2018-08-09
587,70.0,180.0,160.0,124.0,220.0,164.0,57.0,83.0,6.0,2018-08-10
588,49.0,120.0,159.0,119.0,204.0,4.0,65.0,83.0,6.0,2018-08-11
589,43.0,120.0,205.0,131.0,268.0,-1.0,73.0,83.0,8.0,2018-08-12
590,40.0,100.0,191.0,177.0,227.0,13.0,60.0,75.0,8.0,2018-08-13
591,55.0,120.0,190.0,164.0,228.0,7.0,61.0,82.0,6.0,2018-08-14
592,49.0,110.0,197.0,171.0,238.0,-1.0,58.0,77.0,7.0,2018-08-15
593,50.0,120.0,182.0,159.0,219.0,4.0,65.0,80.0,7.0,2018-08-16
594,29.0,90.0,178.0,140.0,226.0,-1.0,64.0,83.0,5.0,2018-08-17
595,53.0,110.0,181.0,138.0,219.0,0.0,63.0,83.0,6.0,2018-08-18
596,62.0,130.0,194.0,176.0,237.0,-1.0,35.0,80.0,8.0,2018-08-19
597,33.0,90.0,196.0,150.0,234.0,0.0,60.0,83.0,7.0,2018-08-20
598,17.0,60.0,202.0,156.0,252.0,0.0,61.0,75.0,5.0,2018-08-21
599,34.0,100.0,198.0,158.0,247.0,0.0,48.0,76.0,4.0,2018-08-22
600,50.0,140.0,184.0,131.0,225.0,9.0,46.0,80.0,8.0,2018-08-23
601,65.0,140.0,153.0,110.0,189.0,190.0,58.0,83.0,6.0,2018-08-24
602,41.0,140.0,129.0,89.0,180.0,192.0,60.0,83.0,6.0,2018-08-25
603,62.0,180.0,142.0,67.0,199.0,11.0,60.0,83.0,7.0,2018-08-26
604,64.0,140.0,176.0,141.0,201.0,38.0,56.0,80.0,8.0,2018-08-27
605,20.0,70.0,172.0,113.0,218.0,-1.0,58.0,81.0,6.0,2018-08-28
606,24.0,100.0,155.0,106.0,197.0,56.0,31.0,75.0,7.0,2018-08-29
607,39.0,100.0,152.0,104.0,195.0,0.0,65.0,83.0,5.0,2018-08-30
608,15.0,60.0,142.0,93.0,188.0,0.0,65.0,82.0,6.0,2018-08-31
609,18.0,70.0,145.0,86.0,209.0,0.0,65.0,83.0,2.0,2018-09-01
610,33.0,80.0,165.0,95.0,226.0,0.0,63.0,83.0,1.0,2018-09-02
611,35.0,80.0,187.0,135.0,229.0,0.0,50.0,75.0,7.0,2018-09-03
612,26.0,70.0,205.0,178.0,250.0,0.0,25.0,59.0,8.0,2018-09-04
613,29.0,130.0,180.0,168.0,204.0,493.0,22.0,65.0,8.0,2018-09-05
614,29.0,130.0,164.0,135.0,185.0,108.0,21.0,70.0,8.0,2018-09-06
615,64.0,140.0,150.0,128.0,172.0,109.0,50.0,83.0,6.0,2018-09-07
616,52.0,120.0,149.0,101.0,183.0,-1.0,65.0,82.0,8.0,2018-09-08
617,48.0,110.0,181.0,129.0,226.0,-1.0,64.0,83.0,8.0,2018-09-09
618,52.0,120.0,173.0,147.0,190.0,0.0,60.0,80.0,8.0,2018-09-10
619,73.0,160.0,184.0,145.0,220.0,-1.0,27.0,75.0,8.0,2018-09-11
620,30.0,120.0,147.0,108.0,183.0,13.0,42.0,75.0,8.0,2018-09-12
621,17.0,80.0,131.0,75.0,186.0,0.0,19.0,82.0,1.0,2018-09-13
622,49.0,130.0,144.0,76.0,198.0,-1.0,65.0,83.0,6.0,2018-09-14
623,45.0,100.0,156.0,110.0,193.0,-1.0,70.0,82.0,8.0,2018-09-15
624,41.0,110.0,156.0,105.0,216.0,0.0,64.0,82.0,6.0,2018-09-16
625,38.0,80.0,170.0,111.0,234.0,0.0,63.0,83.0,8.0,2018-09-17
626,71.0,170.0,186.0,148.0,236.0,0.0,62.0,80.0,2.0,2018-09-18
627,70.0,160.0,187.0,138.0,231.0,0.0,63.0,80.0,7.0,2018-09-19
628,62.0,130.0,190.0,162.0,225.0,0.0,66.0,80.0,8.0,2018-09-20
629,111.0,250.0,155.0,103.0,198.0,59.0,61.0,82.0,6.0,2018-09-21
630,55.0,130.0,129.0,108.0,165.0,77.0,58.0,81.0,8.0,2018-09-22
631,27.0,110.0,102.0,74.0,116.0,142.0,36.0,75.0,7.0,2018-09-23
632,44.0,150.0,107.0,65.0,157.0,20.0,65.0,81.0,4.0,2018-09-24
633,15.0,60.0,107.0,56.0,167.0,-1.0,56.0,83.0,5.0,2018-09-25
634,48.0,120.0,131.0,65.0,188.0,0.0,61.0,81.0,4.0,2018-09-26
635,33.0,90.0,146.0,101.0,210.0,0.0,57.0,83.0,2.0,2018-09-27
636,43.0,100.0,125.0,61.0,162.0,0.0,66.0,82.0,6.0,2018-09-28
637,15.0,50.0,97.0,43.0,160.0,0.0,65.0,82.0,6.0,2018-09-29
638,35.0,100.0,111.0,41.0,169.0,3.0,65.0,81.0,6.0,2018-09-30
639,47.0,160.0,98.0,77.0,131.0,34.0,63.0,80.0,7.0,2018-10-01
640,62.0,150.0,122.0,86.0,169.0,38.0,28.0,80.0,7.0,2018-10-02
641,47.0,100.0,132.0,98.0,160.0,-1.0,63.0,77.0,6.0,2018-10-03
642,44.0,100.0,144.0,101.0,182.0,-1.0,50.0,73.0,5.0,2018-10-04
643,24.0,70.0,134.0,86.0,202.0,0.0,50.0,76.0,5.0,2018-10-05
644,35.0,150.0,136.0,80.0,198.0,8.0,13.0,77.0,6.0,2018-10-06
645,28.0,110.0,106.0,63.0,149.0,-1.0,65.0,82.0,6.0,2018-10-07
646,41.0,100.0,112.0,57.0,167.0,0.0,65.0,82.0,8.0,2018-10-08
647,33.0,80.0,127.0,83.0,182.0,0.0,57.0,82.0,6.0,2018-10-09
648,37.0,80.0,155.0,74.0,228.0,0.0,30.0,81.0,1.0,2018-10-10
649,50.0,100.0,175.0,132.0,222.0,2.0,60.0,82.0,4.0,2018-10-11
650,61.0,120.0,180.0,135.0,217.0,-1.0,65.0,82.0,7.0,2018-10-12
651,53.0,100.0,198.0,162.0,256.0,0.0,70.0,83.0,7.0,2018-10-13
652,45.0,130.0,181.0,149.0,238.0,0.0,70.0,83.0,6.0,2018-10-14
653,32.0,80.0,170.0,129.0,224.0,-1.0,15.0,81.0,6.0,2018-10-15
654,22.0,50.0,161.0,113.0,233.0,0.0,1.0,80.0,6.0,2018-10-16
655,25.0,70.0,142.0,99.0,191.0,0.0,9.0,75.0,8.0,2018-10-17
656,33.0,90.0,127.0,82.0,158.0,-1.0,57.0,81.0,7.0,2018-10-18
657,23.0,70.0,96.0,46.0,147.0,0.0,56.0,81.0,5.0,2018-10-19
658,24.0,70.0,107.0,42.0,161.0,0.0,58.0,80.0,7.0,2018-10-20
659,35.0,80.0,129.0,94.0,162.0,0.0,50.0,67.0,8.0,2018-10-21
660,41.0,100.0,118.0,64.0,150.0,-1.0,63.0,82.0,5.0,2018-10-22
661,90.0,150.0,134.0,102.0,150.0,-1.0,61.0,75.0,8.0,2018-10-23
662,64.0,150.0,141.0,127.0,162.0,3.0,43.0,75.0,8.0,2018-10-24
663,42.0,90.0,123.0,109.0,134.0,6.0,39.0,75.0,8.0,2018-10-25
664,54.0,140.0,98.0,61.0,124.0,43.0,38.0,80.0,8.0,2018-10-26
665,28.0,100.0,74.0,48.0,117.0,55.0,58.0,75.0,6.0,2018-10-27
666,60.0,130.0,53.0,25.0,79.0,0.0,75.0,83.0,2.0,2018-10-28
667,62.0,130.0,54.0,36.0,63.0,0.0,70.0,75.0,8.0,2018-10-29
668,68.0,170.0,62.0,38.0,102.0,215.0,29.0,75.0,8.0,2018-10-30
669,48.0,130.0,85.0,53.0,112.0,-1.0,65.0,80.0,7.0,2018-10-31
670,56.0,100.0,103.0,83.0,123.0,26.0,58.0,80.0,8.0,2018-11-01
671,50.0,120.0,86.0,38.0,115.0,39.0,59.0,83.0,6.0,2018-11-02
672,35.0,80.0,54.0,11.0,107.0,0.0,57.0,75.0,6.0,2018-11-03
673,34.0,80.0,62.0,19.0,111.0,0.0,42.0,66.0,6.0,2018-11-04
674,35.0,80.0,79.0,52.0,103.0,0.0,35.0,57.0,7.0,2018-11-05
675,38.0,80.0,122.0,65.0,189.0,0.0,40.0,82.0,8.0,2018-11-06
676,65.0,130.0,108.0,83.0,132.0,5.0,65.0,75.0,6.0,2018-11-07
677,44.0,100.0,90.0,50.0,130.0,0.0,65.0,75.0,2.0,2018-11-08
678,51.0,100.0,92.0,69.0,114.0,0.0,59.0,70.0,7.0,2018-11-09
679,68.0,140.0,113.0,91.0,130.0,31.0,56.0,70.0,7.0,2018-11-10
680,63.0,140.0,109.0,79.0,137.0,48.0,59.0,75.0,8.0,2018-11-11
681,41.0,90.0,100.0,80.0,124.0,11.0,50.0,70.0,8.0,2018-11-12
682,68.0,150.0,102.0,78.0,136.0,0.0,59.0,75.0,5.0,2018-11-13
683,43.0,80.0,86.0,59.0,131.0,0.0,59.0,72.0,8.0,2018-11-14
684,32.0,60.0,73.0,32.0,124.0,0.0,59.0,70.0,3.0,2018-11-15
685,28.0,80.0,32.0,-6.0,51.0,0.0,2.0,60.0,3.0,2018-11-16
686,49.0,100.0,45.0,13.0,82.0,0.0,57.0,68.0,0.0,2018-11-17
687,58.0,120.0,38.0,4.0,68.0,0.0,59.0,83.0,4.0,2018-11-18
688,82.0,150.0,54.0,36.0,72.0,2.0,62.0,75.0,6.0,2018-11-19
689,83.0,180.0,35.0,28.0,44.0,-1.0,63.0,75.0,8.0,2018-11-20
690,46.0,110.0,36.0,20.0,52.0,-1.0,56.0,62.0,8.0,2018-11-21
691,38.0,80.0,33.0,11.0,44.0,0.0,56.0,60.0,8.0,2018-11-22
692,32.0,60.0,34.0,9.0,59.0,0.0,56.0,60.0,7.0,2018-11-23
693,41.0,100.0,26.0,14.0,34.0,0.0,5.0,56.0,8.0,2018-11-24
694,46.0,100.0,38.0,24.0,50.0,-1.0,32.0,59.0,8.0,2018-11-25
695,49.0,100.0,47.0,33.0,57.0,-1.0,45.0,61.0,8.0,2018-11-26
696,39.0,90.0,32.0,13.0,53.0,0.0,30.0,61.0,7.0,2018-11-27
697,78.0,130.0,65.0,34.0,96.0,29.0,23.0,62.0,8.0,2018-11-28
698,75.0,140.0,103.0,96.0,111.0,36.0,45.0,75.0,8.0,2018-11-29
699,63.0,120.0,91.0,58.0,117.0,0.0,61.0,73.0,5.0,2018-11-30
700,65.0,130.0,74.0,40.0,100.0,19.0,29.0,69.0,7.0,2018-12-01
701,82.0,150.0,124.0,100.0,137.0,20.0,29.0,70.0,8.0,2018-12-02
702,78.0,170.0,112.0,55.0,134.0,20.0,57.0,70.0,6.0,2018-12-03
703,22.0,100.0,51.0,19.0,94.0,2.0,65.0,82.0,5.0,2018-12-04
704,52.0,110.0,60.0,28.0,89.0,15.0,40.0,70.0,8.0,2018-12-05
705,68.0,150.0,113.0,88.0,123.0,17.0,19.0,70.0,8.0,2018-12-06
706,95.0,190.0,103.0,69.0,120.0,97.0,26.0,73.0,7.0,2018-12-07
707,115.0,210.0,98.0,78.0,115.0,61.0,58.0,70.0,8.0,2018-12-08
708,95.0,200.0,81.0,55.0,101.0,67.0,40.0,75.0,7.0,2018-12-09
709,65.0,170.0,59.0,31.0,81.0,27.0,60.0,80.0,5.0,2018-12-10
710,24.0,90.0,45.0,7.0,79.0,9.0,7.0,75.0,6.0,2018-12-11
711,29.0,80.0,22.0,-21.0,59.0,-1.0,2.0,80.0,4.0,2018-12-12
712,56.0,110.0,16.0,1.0,27.0,0.0,57.0,75.0,2.0,2018-12-13
713,35.0,70.0,14.0,-14.0,37.0,0.0,60.0,68.0,6.0,2018-12-14
714,64.0,170.0,4.0,-11.0,14.0,6.0,43.0,74.0,8.0,2018-12-15
715,49.0,130.0,17.0,-8.0,38.0,20.0,1.0,50.0,8.0,2018-12-16
716,52.0,100.0,53.0,20.0,90.0,35.0,4.0,70.0,8.0,2018-12-17
717,62.0,130.0,65.0,35.0,79.0,0.0,19.0,75.0,8.0,2018-12-18
718,58.0,120.0,71.0,54.0,95.0,6.0,58.0,75.0,7.0,2018-12-19
719,67.0,130.0,75.0,61.0,83.0,8.0,61.0,70.0,8.0,2018-12-20
720,87.0,220.0,95.0,71.0,135.0,138.0,50.0,70.0,8.0,2018-12-21
721,67.0,160.0,92.0,68.0,101.0,94.0,40.0,70.0,8.0,2018-12-22
722,37.0,70.0,67.0,40.0,85.0,73.0,36.0,66.0,8.0,2018-12-23
723,22.0,90.0,65.0,44.0,89.0,-1.0,65.0,75.0,6.0,2018-12-24
724,48.0,90.0,58.0,38.0,85.0,0.0,64.0,75.0,7.0,2018-12-25
725,39.0,70.0,53.0,37.0,64.0,0.0,50.0,65.0,8.0,2018-12-26
726,20.0,40.0,26.0,-6.0,55.0,0.0,58.0,67.0,8.0,2018-12-27
727,25.0,60.0,52.0,8.0,72.0,0.0,50.0,59.0,8.0,2018-12-28
728,72.0,170.0,87.0,68.0,108.0,1.0,30.0,70.0,8.0,2018-12-29
729,45.0,120.0,88.0,68.0,98.0,1.0,18.0,70.0,8.0,2018-12-30
730,45.0,110.0,90.0,83.0,109.0,-1.0,50.0,70.0,8.0,2018-12-31
